0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,label
-259.32016,173.5787,37.651123,-8.983191,-40.38729,-27.092394,-12.664342,-7.080897,-17.105703,-6.6377487,-3.1968725,-0.1645976,-1.0196326,0,0,0
-244.46954,162.75822,17.296741,2.5923123,2.7269142,0.3001152,-11.07481,-22.452549,-11.305003,3.0052195,-13.845014,-5.4566708,-7.654183,0,0,0
-202.80403,97.36032,42.40656,32.284996,-6.4416347,0.59855175,-21.451807,-12.72521,-14.195508,5.3870273,-6.7747746,-7.3110075,-1.5025823,0,0,0
-212.69238,129.75772,35.58038,29.462635,24.478504,2.2172139,-8.380996,-6.657737,-14.388076,2.0249662,-16.429466,-3.5470753,-15.333822,0,0,0
-185.46732,88.89373,-12.7272215,29.820112,-0.58121127,-13.363355,1.398207,7.6325364,-10.524543,-11.56214,0.023823662,-4.0196595,-15.628537,0,0,0
-247.64745,96.11036,19.108034,15.473316,5.6060376,-5.010766,-9.101654,2.9965143,-4.8477798,-1.3308927,-8.054113,1.7135453,-4.2299566,0,0,0
-125.21999,115.45663,-1.6471243,8.721277,1.1764077,-7.9250197,-21.73801,2.8244498,-11.291365,4.2495003,-2.768608,0.38554552,-3.970445,0,0,0
-239.54367,100.26967,41.370995,24.880135,8.142571,9.153278,-3.1822484,-4.420634,-14.407288,-11.946802,-6.913,-0.012614672,-1.2832412,0,0,0
-204.49048,80.14879,19.125645,43.12785,-8.144327,17.512144,6.0149555,2.145249,-1.15957,0.5131854,-2.4408941,-9.241014,-5.955863,0,0,0
-149.94673,115.827896,-28.446732,12.393166,5.807326,-5.3104506,10.460289,15.546468,-19.006529,10.493242,-6.285036,-15.413157,0.06741162,0,0,0
-241.45207,106.41726,-65.22567,27.501114,-18.990541,1.0914901,-0.31144556,-4.5723915,-7.7217536,-3.4858274,-4.248721,-6.0587955,-1.3773367,0,0,0
-182.96027,165.08942,7.08916,25.508808,-0.7720416,-6.613614,-20.41195,-14.200378,-7.2928276,-3.408875,-5.2729635,2.3713121,-7.8125315,0,0,0
-149.44617,122.18006,-34.37127,-4.488563,-7.9242673,-0.3289254,-14.297222,1.9248712,-11.405117,-2.329774,-12.414819,-2.6197162,0.14586768,0,0,0
-245.32256,132.20738,18.508194,13.229436,-15.448179,-13.107998,-11.835854,6.7525268,8.174529,-1.1597115,0.46757713,-6.848789,-12.926984,0,0,0
-255.96164,141.81163,25.873442,7.352599,4.23937,-2.383333,-12.024969,-8.886436,-10.263322,-7.7230635,-11.315302,-2.7332742,-5.1667852,0,0,0
-278.21396,135.94194,29.965528,20.866314,9.156797,13.844757,9.527483,8.620349,11.298899,10.647863,-2.5836773,-12.624031,-14.630786,0,0,0
-273.04935,114.51457,33.884144,11.582902,-4.6743507,-7.9383554,-12.473815,-7.4151106,-6.626447,-3.5014877,-14.805677,1.3034168,-0.381979,0,0,0
-193.38582,127.35636,2.7581193,15.73595,-18.241802,6.157848,-7.6807847,-10.26613,1.1208174,-11.523473,-17.18807,-4.451728,-4.459715,0,0,0
9.691122,89.21704,14.2015705,18.489681,-1.7917936,2.3203683,-2.6614978,-2.6344085,-3.779204,2.0963452,-5.573949,-2.0243638,-8.702515,0,0,0
-251.44336,142.70352,-4.040408,42.282368,1.6482707,-11.764386,-9.1499195,-10.072383,-7.0134854,-2.4753492,0.20920873,2.8088865,-6.7457376,0,0,0
-329.7515,89.40666,23.721346,27.00897,11.227424,29.288342,8.095448,19.100767,5.4288144,1.7626697,-7.1394744,-2.7701592,-2.010044,0,0,0
-246.92502,110.15794,28.682453,21.687979,7.934972,10.321194,-7.4428487,0.5136228,7.6107693,9.854961,10.934668,4.520816,0.644041,0,0,0
-294.0754,123.96716,4.04342,1.4390526,3.4187698,4.612595,-3.1334066,-5.716024,-5.634074,4.5278974,1.2403295,6.9941926,-2.8131647,0,0,0
-290.3835,135.94368,33.387375,20.906801,-0.7593817,-2.7870326,1.7199091,-5.657446,-12.336932,-6.7388945,-3.3874614,-0.35740033,-1.0850267,0,0,0
-217.72705,86.85088,17.216118,8.512889,-7.065047,3.3297815,-3.122271,3.0715864,-9.229903,-3.8036327,-2.5076563,5.808183,2.9106526,0,0,0
-224.29346,178.02972,7.6896787,-8.683243,-5.1911526,-8.36996,-28.051367,-6.160331,-3.1623402,2.9876382,-0.1976497,-2.7585351,-0.7823738,0,0,0
-194.2527,88.14666,42.33885,34.094093,19.933657,11.416345,-3.4895449,1.913491,-5.895746,-3.9806776,-8.7134,-1.8192416,-1.5106884,0,0,0
-132.27895,137.09218,-18.268215,15.112587,-22.962572,-18.623358,-26.715635,-3.9889548,-13.517648,-5.539779,-9.975637,0.2680052,-1.7533463,0,0,0
-241.77582,130.95944,-14.034974,-31.015041,-10.049309,4.4005566,-0.30360395,3.8767014,-10.030374,-0.63714516,4.4855657,4.596155,-4.1677,0,0,0
-332.77298,118.962425,9.218621,-7.0342903,-9.766845,-1.655616,-9.115396,-17.508366,-8.09034,-3.7663245,-12.853574,-8.117734,-5.082338,0,0,0
-170.62894,79.3265,-8.61228,-8.452016,-17.829634,6.9892883,-6.577982,-0.54115903,4.755339,4.151252,-5.566835,-7.852532,-9.303465,0,0,0
-287.15277,103.30028,22.039804,33.947426,1.437443,-1.6993923,-11.676458,-8.401108,-2.2856834,-13.729628,-23.337204,-6.572065,-17.031134,0,0,0
-210.93016,79.51067,21.653421,24.099432,12.775321,21.289806,6.4591627,10.258169,10.676255,5.7756486,2.2335863,2.919546,1.3528111,0,0,0
-93.51946,89.911064,40.19304,21.655876,4.3339877,5.520427,-2.8407273,-4.443031,-8.587739,-3.5651953,-8.701102,-1.247576,-3.481987,0,0,0
-239.44014,154.37398,-6.3138614,20.652857,-13.129541,-13.616479,-22.181017,-7.422291,-9.360316,-8.869875,0.54754835,-7.98426,-3.9738972,0,0,0
-230.9687,102.1785,23.336782,38.633118,13.064323,0.23666371,-31.360159,-4.671479,-19.133392,-16.124018,-8.729462,-3.7354655,-7.4329324,0,0,0
-301.95624,130.38356,14.401375,13.780833,-9.285591,-3.5941775,-22.88057,-16.248102,-10.938454,-16.892178,-16.155056,-4.7176414,-2.6139722,0,0,0
-240.08424,150.27245,28.501265,19.789396,1.5372803,2.349931,-30.34578,-21.671175,-12.421466,-11.179386,-12.195179,-5.5140324,-3.6227183,0,0,0
11.778424,45.39931,-15.883595,5.563942,-3.3556962,8.4895315,-2.4671102,7.4886007,0.020758057,7.049346,-2.1942134,-3.1139953,-17.340115,0,0,0
-275.5181,80.4364,-20.149433,-1.9692935,9.636654,8.527493,-5.6856523,4.0934963,3.1802895,-3.7079523,-7.5698757,2.2621229,-4.435207,0,0,0
-265.69345,152.97733,9.623501,-19.36216,-31.756271,-19.45585,-15.322027,-11.601824,5.226296,8.855,-3.710052,1.001092,3.9435065,0,0,0
-274.86523,53.316338,16.423117,46.403095,-6.926772,-6.21162,-14.626016,-19.818289,-6.8478355,-6.3174734,-6.4866405,-0.32078516,-3.5731459,0,0,0
-256.61816,120.1043,26.465288,22.09975,3.84561,3.1165948,-11.6458,-10.783577,0.7909591,0.24345231,-3.9598057,1.6185839,-11.796566,0,0,0
-132.41379,39.594646,-26.155655,-9.138891,-29.950739,-5.7745442,-12.852213,16.890879,5.8209157,3.0236802,-5.141325,3.057135,3.6016936,0,0,0
-73.72752,101.593796,-1.1590047,32.35301,19.543692,2.5794847,3.9560726,18.305016,-3.2320902,11.371495,-9.740558,9.798715,-6.89044,0,0,0
-219.52159,74.28287,24.633797,19.905243,-20.897333,7.8644915,-17.126358,4.220542,-7.774945,-0.19542983,-4.411492,3.7387156,-2.539031,0,0,0
-243.34914,85.65393,17.864277,28.157959,-4.060996,-2.1338978,-3.440001,-1.357424,0.29332054,-4.6662545,-5.436776,-4.3045316,-9.737895,0,0,0
-318.0834,132.88004,1.3623219,1.34927,18.573866,18.719147,-0.6716944,-2.7098982,-3.4468415,-20.396898,-29.62787,-7.02083,6.7634063,0,0,0
-218.41602,96.66735,8.812041,8.791142,-18.329285,-14.803131,-8.512921,1.455788,-8.209455,-7.304632,-16.17574,-2.2945914,-12.22059,0,0,0
-243.55902,131.93643,36.36747,35.357704,2.7703702,7.965409,3.5797937,2.039863,-6.7721972,-7.1143436,-16.15419,-8.105028,0.30803013,0,0,0
-262.6426,99.79365,29.640871,3.6498158,-16.65796,3.2865717,-15.438407,-7.909546,-9.546211,-5.4252305,-14.678484,-1.1604426,-13.447449,0,0,0
-207.48012,136.59973,25.876417,19.775108,-6.736797,2.9885466,-15.416214,-7.227989,-6.575123,4.767068,1.1281893,8.135767,3.955427,0,0,0
-197.50882,58.04339,1.4947224,13.99175,1.9781082,12.27038,1.7778584,17.712448,13.316653,-0.89356995,-2.5865657,17.096325,-6.3096585,0,0,0
-210.09819,137.62651,16.170506,2.2711415,-7.900356,5.390438,6.4801736,-16.14847,-19.358913,4.787397,12.407507,0.13152073,1.2205018,0,0,0
-285.3758,105.872185,-6.1294265,14.272394,6.721434,-9.545048,-2.9313042,12.490881,-6.4592633,-5.445239,-4.6211243,-3.3112168,-7.835243,0,0,0
-270.31824,90.937744,1.0865321,39.28064,-26.024466,-27.11068,-14.8768215,-1.2619356,-19.283985,-10.825703,-1.9474403,-2.8548746,4.9167337,0,0,0
-275.19873,90.75821,29.594473,32.114594,21.120451,22.558567,11.648474,9.744499,4.8822775,3.8687606,-3.5689502,3.672606,-5.673809,0,0,0
-205.05095,123.23532,-1.9380585,-6.5856876,-10.105636,-14.627333,-21.431873,-27.182098,-25.444601,1.1465292,-9.078905,-2.0107002,-2.8197465,0,0,0
-179.94579,113.58554,21.80374,19.862993,-22.64993,-31.428646,-31.91957,1.3774015,-21.87543,-4.0201225,-8.406313,10.142559,1.0089831,0,0,0
-153.12178,137.85036,-14.438895,16.209896,-2.0002987,4.2017484,-11.919016,-5.0710588,-6.760337,-3.8224297,-9.84906,-5.6018815,-4.5006623,0,0,0
-168.3579,128.45312,16.472637,-7.780863,-29.04372,-9.877606,-1.7082827,13.155209,-3.9149642,-5.1743407,-5.357749,0.15987849,-8.594614,0,0,0
-332.97354,79.854294,-13.952454,-1.1147573,-6.820042,-6.9850397,-2.9423397,-10.767453,-6.503551,-3.3388178,-1.4008739,-3.2243757,-3.6017401,0,0,0
-230.43947,108.009254,12.431108,19.28946,8.844085,-5.3924937,-5.682805,-1.5144975,-14.220312,-5.6999817,-1.7230576,-5.952317,-11.612487,0,0,0
-217.43909,118.36452,2.9870489,25.040716,-2.2648785,-14.949992,-15.908294,-10.532097,-3.5369136,-11.158537,-28.451754,-21.136557,3.8948987,0,0,0
-236.88853,179.1882,44.86958,31.948065,4.050042,7.32088,-12.295202,-14.307772,-7.709056,3.7467966,0.87067354,-0.38286537,-8.495092,0,0,0
-232.94945,136.60283,16.791399,3.003415,-16.427927,-1.8307861,-20.904127,-9.471099,-8.378512,-9.86046,-12.970397,0.1395818,-1.293929,0,0,0
-242.68341,123.780304,26.691236,37.1859,12.701306,7.616444,6.7678246,-1.1117408,2.4037292,-3.178893,-13.336631,-4.602229,-6.8447495,0,0,0
-179.42593,103.39108,35.894775,29.736551,-2.752669,13.289254,-31.504618,17.601154,-9.039234,-24.785145,-3.2243767,-13.95057,1.3438909,0,0,0
-260.56824,85.38214,-0.44916344,25.34585,-6.978013,3.481229,-6.5365295,5.349891,0.23644486,-5.8507686,-1.4952642,-5.2080536,-6.6594543,0,0,0
-342.64676,64.03305,8.535776,29.797724,21.148544,24.448242,-15.682249,-21.563923,10.992026,-1.4104749,-8.810735,-2.7387033,-1.602144,0,0,0
-258.59167,151.42992,35.90016,35.921024,10.676914,18.789698,3.9734755,2.441328,-2.0679536,-1.2691683,-0.13146503,2.5724933,-9.309122,0,0,0
-215.31935,129.33458,34.527206,32.29792,1.2054807,0.16051234,-13.955422,-4.212311,-9.059043,8.144955,-8.304906,-8.643396,13.13272,0,0,0
-215.98137,140.2346,9.348094,14.572282,-0.9986102,4.8023543,-16.88782,-4.178622,-16.632935,-3.3855808,-13.594859,-9.530251,-7.377379,0,0,0
-243.3642,123.36277,-19.97003,21.494286,9.79603,-2.6841955,-14.407546,-12.098283,4.461095,-7.03338,-31.831354,-10.324926,8.203922,0,0,0
-283.62512,122.85421,13.674907,-9.562046,-18.18395,-10.04575,-22.766815,-15.965106,-10.440391,-8.267733,-11.161976,-2.3267877,3.2504666,0,0,0
-192.53802,145.10924,19.213583,18.455296,16.481577,2.1392438,-12.006906,-13.148395,-6.282626,-0.0112863,-10.839505,2.725868,-13.163379,0,0,0
-123.21239,120.413574,-14.995542,13.48875,-0.79099053,2.0298457,-9.8839035,-1.094105,-9.713923,-3.2333097,-15.076475,-8.086107,-2.3508236,0,0,0
-107.6075,127.87077,-23.950495,24.841928,1.8030442,-1.9336879,-15.203537,-10.081262,-11.056442,5.2630577,-3.5512006,-5.120493,-6.1081,0,0,0
-188.37843,124.07746,-2.2362292,18.887684,-7.5473895,-0.7274436,-18.723948,-12.767633,-14.887585,-6.2662616,-5.608813,-2.919575,-8.126902,0,0,0
-381.63232,102.1197,36.56486,22.508198,15.567885,12.00979,7.5738673,4.791494,2.4184165,6.0006833,5.5623636,4.974529,3.0649698,0,0,0
-252.06108,106.88914,11.581565,36.66004,23.679657,9.171413,-10.771084,-4.730811,-3.5200632,7.450827,-2.5188165,3.4465559,-2.3671284,0,0,0
-371.96112,104.26129,21.05231,25.618185,11.720456,-11.17693,-15.794772,-9.036175,-4.8379683,-11.729535,-18.238615,-8.508979,-1.2040185,0,0,0
-172.93909,159.02554,-3.67949,7.812618,-15.83117,-8.054242,-18.682598,-16.410492,-13.437813,-10.048517,-13.43525,-9.121346,-10.572938,0,0,0
-249.26648,118.86202,15.055439,-0.26420733,-15.378271,-14.341199,-16.696793,-4.460723,-10.002959,-2.170269,-7.286034,-10.502096,-9.216966,0,0,0
-228.73656,75.33055,-8.74198,-1.408799,-22.788692,-12.028185,-32.154472,19.90926,1.725965,2.638257,-12.658857,-0.3996774,-11.751385,0,0,0
-296.9587,154.95631,24.59921,-1.9152474,-18.37981,-3.365419,-27.289715,-7.3530273,-8.33242,-2.8963234,-2.397741,-16.856722,-2.6619754,0,0,0
-251.10617,134.84393,0.56483984,10.228351,3.7444854,-1.2021935,-0.23008275,-11.331292,-11.642138,-13.680912,-7.369856,-6.4363008,-9.519024,0,0,0
-222.82465,86.12044,26.367367,28.439932,18.52315,11.595797,-5.2518516,9.69525,4.2608514,0.12177664,-6.369927,1.3887763,-4.1339664,0,0,0
-305.47983,131.99532,-7.29981,11.044742,-3.268876,-22.178043,-8.793682,4.465925,-8.8302555,-7.0864625,-8.577746,-10.9184065,-13.877875,0,0,0
-144.00644,130.6844,17.33904,15.035249,-5.41847,5.06549,-11.973778,-6.842624,-16.23339,-9.241186,-12.840185,-5.698409,-9.968159,0,0,0
-339.5829,102.14351,29.95627,27.031511,14.279403,10.009501,1.5001878,-0.6289696,-1.4563718,2.8277304,-0.32679424,1.619751,2.2594092,0,0,0
-219.92813,78.52435,-2.9474657,17.933569,-9.514333,7.237849,1.4172213,-2.0751092,10.296122,6.175402,-4.1214204,5.4663615,-12.094012,0,0,0
-282.52597,121.67058,41.044434,15.719892,-5.9146533,-7.7391186,-18.988798,-8.906789,-19.239573,-7.9538846,-8.654754,-8.721141,-5.4396696,0,0,0
-222.08116,158.81717,11.618188,15.081818,16.798845,16.52798,-23.781713,-9.926349,-8.447581,-2.1797955,-2.0992334,-10.335634,-10.385433,0,0,0
-308.95087,117.02144,19.996855,23.426325,-11.310494,-8.98766,-0.9315307,8.378279,5.6940317,-9.250173,-14.920184,-14.6927805,-15.191204,0,0,0
-297.49118,142.48126,19.88931,1.7993245,-16.277882,-16.298897,-19.078169,-15.627277,-4.652679,-8.016548,-13.53537,-12.714056,-7.438597,0,0,0
-230.9307,97.886635,-9.40162,31.008287,1.3211015,-12.481668,-4.6428246,-5.318154,-13.709305,-13.455503,-1.2283305,-1.9418371,-8.656381,0,0,0
-201.58762,161.17905,12.752285,24.846254,0.6735314,-7.1545444,-24.892069,-23.517826,-15.974682,-11.64774,-10.695606,0.22882645,0.290629,0,0,0
-22.892107,62.180725,-54.3664,-14.807916,-19.260221,0.3737149,-57.010357,4.1874394,-4.474096,-4.050446,-6.8780146,-2.3652806,-0.7632226,0,0,0
-293.66525,135.7406,30.73169,19.691832,6.9509454,2.095707,-12.506156,-3.1136122,1.2721158,5.591752,-1.5931766,-8.584469,-14.71169,0,0,0
-226.6343,83.700966,9.687144,36.849792,-12.745016,-24.046848,-23.251522,27.056463,-29.549963,0.34509808,-6.4339423,0.3005218,-6.9992566,0,0,0
-260.90137,145.16321,-10.447688,3.6202717,-19.274008,-24.954473,-11.540866,-7.6098027,-9.966136,-8.031975,-11.247512,-5.7329383,-3.5130906,0,0,0
-258.63843,117.098465,16.243156,7.962121,-8.332573,-12.245522,-9.343459,-2.3846107,-0.28663164,-1.4997978,-14.578872,1.9473233,-5.1504354,0,0,0
-178.22264,174.72717,6.3279753,33.69736,-5.4214287,-16.309143,-10.867737,-2.199714,-11.440888,-10.971603,-12.984689,-8.740556,-7.2061925,0,0,0
-19.111355,84.335686,1.8097439,14.44325,-4.6751423,-3.17478,5.1677127,6.5241218,-7.1752477,-4.334983,-0.9047264,-3.3459835,-11.065175,0,0,0
-268.65558,124.94743,21.685795,21.06272,-7.595815,9.751983,-12.660356,-10.272082,-22.63592,-9.878408,-1.7995778,-10.084433,-10.51257,0,0,0
-211.91684,128.43463,-19.111717,46.290123,-3.592281,-21.497602,-13.062098,11.368804,-8.147008,-6.675433,-7.4730487,-9.369755,-10.633249,0,0,0
-289.57248,151.72736,17.533318,9.073266,20.340357,8.315527,-21.693386,-11.826135,-17.208944,-10.656951,-8.668516,-1.5971487,-6.205568,0,0,0
-111.21618,125.63936,-8.523973,4.8476076,-8.966326,-1.2812035,-17.709162,-9.910861,-13.100638,-8.3740225,-7.527134,-7.634015,-8.008084,0,0,0
-167.85275,115.411644,4.4449744,43.926495,1.5426233,3.6895132,-8.693132,2.9855962,-11.970412,-12.590164,-20.600601,7.4879317,-10.350127,0,0,0
-260.5809,131.58722,22.653322,15.949492,-6.2740316,-4.7451653,-13.096187,-1.3443863,0.46134755,6.7914033,-5.5213513,-6.685924,-8.826456,0,0,0
-358.33035,145.1025,55.115955,31.633652,11.915974,-2.2071896,-10.982352,-14.73885,-17.318472,-13.97495,-7.7853155,-7.3214107,-6.4146304,0,0,0
-288.5777,116.49118,-26.530912,-13.226022,-0.47160926,6.479716,-13.389703,-10.727203,-0.46169508,-18.727137,-18.040611,-9.755462,-3.7109282,0,0,0
-190.13026,130.34901,20.086433,1.3297628,-4.0592523,-9.534476,-16.79878,2.561568,11.299313,15.944279,6.482572,12.186259,8.1768675,0,0,0
-208.15295,176.60538,1.6369476,-21.012089,-18.891273,-2.263199,-21.35078,-19.081818,-23.943554,-10.785313,-9.800294,-12.339627,-5.452821,0,0,0
-303.5992,129.49556,39.533554,35.447887,2.1284811,1.8042986,-0.93164665,-6.6469154,-11.326012,-6.450323,-3.2415025,-6.06949,-7.71043,0,0,0
-267.83133,77.24149,25.024712,25.756407,8.280595,19.154531,2.403498,6.465813,-3.9074056,4.540022,-4.5464206,9.653647,-4.2511396,0,0,0
-248.71002,170.1823,7.31754,37.723637,-2.0917895,-23.286695,-7.137137,-7.265201,-8.034282,-10.80983,-15.75988,-6.5331216,-8.834266,0,0,0
-279.41223,134.6654,31.949947,26.92014,-1.4314655,-24.036839,-27.549921,-9.873685,-10.810173,-6.7811217,-2.7683454,10.914859,3.3903697,0,0,0
-178.46437,122.45981,3.3954184,21.54687,-7.2596264,-3.197853,-1.9476596,-2.3320854,-19.516537,-6.4225087,-9.5864935,-1.6343675,-7.00213,0,0,0
-241.17206,121.42031,15.632176,6.718435,-1.3132194,-6.1143217,-10.6817255,3.8487136,-8.272602,-5.6736665,-8.93273,-11.720677,-18.894674,0,0,0
-291.77634,127.72456,43.210163,21.9765,-11.237095,12.745635,-15.218631,-1.3068147,-0.7614918,4.663529,4.2189603,-1.6604481,-2.276687,0,0,0
-238.82663,126.86145,-6.397067,-4.898551,1.3504317,-16.02521,-23.271845,5.474957,3.9005527,1.466231,-6.34755,-3.573361,6.626728,0,0,0
-89.690384,102.04667,9.307275,21.74087,-3.99301,3.0743194,-13.535164,0.2936031,-11.680849,1.6723497,-8.984403,-4.5368533,-10.262222,0,0,0
-127.94689,67.8241,-0.41918203,9.663955,0.12534857,2.9075913,-1.7168585,2.6723928,-9.821624,-9.696313,-15.088898,-1.9243197,-8.168047,0,0,0
-134.09204,38.426197,44.476048,27.198458,11.659248,-14.057391,-27.612677,2.8102176,-0.78436965,4.7348304,-0.054499388,11.075306,0.94768375,0,0,0
-226.01707,151.6222,-5.490014,-4.5721726,-19.860985,-17.015875,-21.398993,-12.240127,-7.1265483,-7.643834,-12.317777,-14.942419,-5.8618655,0,0,0
-174.81007,131.41837,14.990931,2.0485024,-12.806545,4.740084,-14.527741,-5.036985,-13.997183,-4.8102517,-10.876304,-5.5417366,-11.807637,0,0,0
-255.50163,62.228626,9.565103,37.470066,14.6348505,21.191679,3.352473,8.456489,-7.7838955,19.764318,8.716247,-1.5345092,0.48585042,0,0,0
-222.57397,144.11195,9.473724,-4.1578765,-21.199837,1.3827264,-30.079052,-19.701029,-5.328277,-14.561536,-11.7618685,-9.780575,-5.563238,0,0,0
-179.62172,113.918076,6.111844,7.7281623,0.4150157,5.0599732,-14.071614,-30.644312,-9.031205,3.8686395,-6.7882843,-1.263997,-16.219334,0,0,0
